============================================
ANALISIS DETAIL KARTU STOK PRODUK ID: 48
============================================

INFORMASI PRODUK:
- Nama: ANDALAN
- Stok Aktual (produk.stok): -2

============================================
SEMUA REKAMAN STOK (URUTAN KRONOLOGIS ASC)
============================================

Total rekaman_stoks: 255

#1 | ID:150826 | 2024-05-07 00:01:46 | Awal:71 | +0 | -1 | Sisa:70
   Ket: Penjualan - ID: 23 | Jual:23 | Beli:-
   Ket: Penjualan - ID: 102 | Jual:102 | Beli:-
#23 | ID:150848 | 2025-01-14 00:01:00 | Awal:45 | +0 | -1 | Sisa:44
   Ket: Penjualan - ID: 103 | Jual:103 | Beli:-
#24 | ID:150849 | 2025-01-15 17:34:28 | Awal:44 | +0 | -0 | Sisa:44
   Ket: Penjualan - ID: 110 | Jual:110 | Beli:-
#25 | ID:150850 | 2025-01-17 00:00:16 | Awal:44 | +0 | -1 | Sisa:43
   Ket: Penjualan - ID: 111 | Jual:111 | Beli:-
#26 | ID:150851 | 2025-01-17 00:00:17 | Awal:43 | +0 | -1 | Sisa:42
   Ket: Penjualan - ID: 112 | Jual:112 | Beli:-
#27 | ID:150852 | 2025-01-17 00:00:18 | Awal:42 | +0 | -2 | Sisa:40
   Ket: Penjualan - ID: 113 | Jual:113 | Beli:-
#28 | ID:150853 | 2025-01-17 00:00:19 | Awal:40 | +0 | -1 | Sisa:39
   Ket: Penjualan - ID: 113 | Jual:113 | Beli:-
#29 | ID:150854 | 2025-01-20 00:00:56 | Awal:39 | +0 | -1 | Sisa:38
   Ket: Penjualan - ID: 116 | Jual:116 | Beli:-
#30 | ID:150855 | 2025-01-20 00:00:57 | Awal:38 | +0 | -1 | Sisa:37
   Ket: Penjualan - ID: 120 | Jual:120 | Beli:-
#31 | ID:150856 | 2025-01-21 00:00:10 | Awal:37 | +0 | -1 | Sisa:36
   Ket: Penjualan - ID: 121 | Jual:121 | Beli:-
#32 | ID:150857 | 2025-01-22 00:00:20 | Awal:36 | +0 | -1 | Sisa:35
   Ket: Penjualan - ID: 122 | Jual:122 | Beli:-
#33 | ID:150858 | 2025-01-22 00:00:21 | Awal:35 | +0 | -1 | Sisa:34
   Ket: Penjualan - ID: 123 | Jual:123 | Beli:-
#34 | ID:150859 | 2025-01-23 00:00:23 | Awal:34 | +0 | -2 | Sisa:32
   Ket: Penjualan - ID: 127 | Jual:127 | Beli:-
#35 | ID:150860 | 2025-01-24 00:00:47 | Awal:32 | +0 | -1 | Sisa:31
   Ket: Penjualan - ID: 128 | Jual:128 | Beli:-
#36 | ID:150861 | 2025-01-24 00:00:48 | Awal:31 | +0 | -1 | Sisa:30
   Ket: Penjualan - ID: 128 | Jual:128 | Beli:-
#37 | ID:150862 | 2025-01-24 00:00:49 | Awal:30 | +0 | -1 | Sisa:29
   Ket: Penjualan - ID: 129 | Jual:129 | Beli:-
#38 | ID:150863 | 2025-01-25 00:00:41 | Awal:29 | +0 | -2 | Sisa:27
   Ket: Penjualan - ID: 130 | Jual:130 | Beli:-
#39 | ID:150864 | 2025-01-28 00:00:28 | Awal:27 | +0 | -1 | Sisa:26
   Ket: Penjualan - ID: 131 | Jual:131 | Beli:-
#40 | ID:150865 | 2025-01-28 00:00:29 | Awal:26 | +0 | -1 | Sisa:25
   Ket: Penjualan - ID: 131 | Jual:131 | Beli:-
#41 | ID:150866 | 2025-01-28 00:00:30 | Awal:25 | +0 | -1 | Sisa:24
   Ket: Penjualan - ID: 131 | Jual:131 | Beli:-
#42 | ID:150867 | 2025-01-28 00:00:31 | Awal:24 | +0 | -1 | Sisa:23
   Ket: Penjualan - ID: 131 | Jual:131 | Beli:-
#43 | ID:150868 | 2025-07-04 00:00:46 | Awal:23 | +0 | -1 | Sisa:22
   Ket: Penjualan - ID: 224 | Jual:224 | Beli:-
#44 | ID:150869 | 2025-07-04 00:00:47 | Awal:22 | +0 | -1 | Sisa:21
   Ket: Penjualan - ID: 226 | Jual:226 | Beli:-
#45 | ID:150870 | 2025-07-05 00:00:53 | Awal:21 | +0 | -1 | Sisa:20
   Ket: Penjualan - ID: 230 | Jual:230 | Beli:-
#46 | ID:150871 | 2025-07-05 00:00:54 | Awal:20 | +0 | -1 | Sisa:19
   Ket: Penjualan - ID: 231 | Jual:231 | Beli:-
#47 | ID:150872 | 2025-07-05 00:00:55 | Awal:19 | +0 | -1 | Sisa:18
   Ket: Penjualan - ID: 231 | Jual:231 | Beli:-
#48 | ID:150873 | 2025-07-05 00:00:56 | Awal:18 | +0 | -1 | Sisa:17
   Ket: Penjualan - ID: 232 | Jual:232 | Beli:-
#49 | ID:150874 | 2025-07-05 00:00:57 | Awal:17 | +0 | -1 | Sisa:16
   Ket: Penjualan - ID: 232 | Jual:232 | Beli:-
#50 | ID:150875 | 2025-07-07 00:00:32 | Awal:16 | +0 | -1 | Sisa:15
   Ket: Penjualan - ID: 239 | Jual:239 | Beli:-
#51 | ID:150876 | 2025-07-08 00:00:43 | Awal:15 | +0 | -2 | Sisa:13
   Ket: Penjualan - ID: 244 | Jual:244 | Beli:-
#52 | ID:150877 | 2025-07-08 00:00:44 | Awal:13 | +0 | -1 | Sisa:12
   Ket: Penjualan - ID: 246 | Jual:246 | Beli:-
#53 | ID:150878 | 2025-07-09 00:00:51 | Awal:12 | +0 | -1 | Sisa:11
   Ket: Penjualan - ID: 248 | Jual:248 | Beli:-
#54 | ID:150879 | 2025-07-12 00:00:39 | Awal:11 | +0 | -1 | Sisa:10
   Ket: Penjualan - ID: 266 | Jual:266 | Beli:-
#55 | ID:150880 | 2025-07-12 00:00:40 | Awal:10 | +0 | -2 | Sisa:8
   Ket: Penjualan - ID: 267 | Jual:267 | Beli:-
#56 | ID:150881 | 2025-07-12 00:00:41 | Awal:8 | +0 | -2 | Sisa:6
   Ket: Penjualan - ID: 268 | Jual:268 | Beli:-
#57 | ID:150882 | 2025-07-12 00:00:42 | Awal:6 | +0 | -1 | Sisa:5
   Ket: Penjualan - ID: 268 | Jual:268 | Beli:-
#58 | ID:150883 | 2025-07-14 00:00:30 | Awal:5 | +0 | -1 | Sisa:4
   Ket: Penjualan - ID: 269 | Jual:269 | Beli:-
#59 | ID:150884 | 2025-07-14 00:00:31 | Awal:4 | +0 | -2 | Sisa:2
   Ket: Penjualan - ID: 271 | Jual:271 | Beli:-
#60 | ID:150885 | 2025-07-15 00:00:34 | Awal:2 | +20 | -0 | Sisa:22
   Ket: Pembelian - Faktur: 376627 | Jual:- | Beli:55
#61 | ID:150886 | 2025-07-17 00:00:33 | Awal:22 | +30 | -0 | Sisa:52
   Ket: Pembelian - Faktur: 1678 | Jual:- | Beli:63
#62 | ID:150887 | 2025-07-17 00:00:34 | Awal:52 | +0 | -3 | Sisa:49
   Ket: Penjualan - ID: 296 | Jual:296 | Beli:-
#63 | ID:150888 | 2025-07-18 00:00:35 | Awal:49 | +0 | -2 | Sisa:47
   Ket: Penjualan - ID: 279 | Jual:279 | Beli:-
#64 | ID:150889 | 2025-07-18 00:00:36 | Awal:47 | +0 | -2 | Sisa:45
   Ket: Penjualan - ID: 281 | Jual:281 | Beli:-
#65 | ID:150890 | 2025-07-19 00:00:35 | Awal:45 | +0 | -1 | Sisa:44
   Ket: Penjualan - ID: 302 | Jual:302 | Beli:-
#66 | ID:150891 | 2025-07-19 00:00:36 | Awal:44 | +0 | -1 | Sisa:43
   Ket: Penjualan - ID: 303 | Jual:303 | Beli:-
#67 | ID:150892 | 2025-07-19 00:00:37 | Awal:43 | +0 | -2 | Sisa:41
   Ket: Penjualan - ID: 304 | Jual:304 | Beli:-
#68 | ID:150893 | 2025-07-22 00:00:30 | Awal:41 | +0 | -1 | Sisa:40
   Ket: Penjualan - ID: 319 | Jual:319 | Beli:-
#69 | ID:150894 | 2025-07-23 00:00:36 | Awal:40 | +0 | -2 | Sisa:38
   Ket: Penjualan - ID: 322 | Jual:322 | Beli:-
#70 | ID:150895 | 2025-07-26 00:00:39 | Awal:38 | +0 | -1 | Sisa:37
   Ket: Penjualan - ID: 335 | Jual:335 | Beli:-
#71 | ID:150896 | 2025-07-26 00:00:40 | Awal:37 | +0 | -3 | Sisa:34
   Ket: Penjualan - ID: 336 | Jual:336 | Beli:-
#72 | ID:150897 | 2025-07-26 00:00:41 | Awal:34 | +0 | -1 | Sisa:33
   Ket: Penjualan - ID: 337 | Jual:337 | Beli:-
#73 | ID:150898 | 2025-07-28 00:00:36 | Awal:33 | +0 | -1 | Sisa:32
   Ket: Penjualan - ID: 341 | Jual:341 | Beli:-
#74 | ID:150899 | 2025-07-28 00:00:37 | Awal:32 | +0 | -2 | Sisa:30
   Ket: Penjualan - ID: 342 | Jual:342 | Beli:-
#75 | ID:150900 | 2025-07-28 00:00:38 | Awal:30 | +0 | -2 | Sisa:28
   Ket: Penjualan - ID: 344 | Jual:344 | Beli:-
#76 | ID:150901 | 2025-07-29 00:00:42 | Awal:28 | +0 | -1 | Sisa:27
   Ket: Penjualan - ID: 345 | Jual:345 | Beli:-
#77 | ID:150902 | 2025-07-29 00:00:43 | Awal:27 | +0 | -1 | Sisa:26
   Ket: Penjualan - ID: 346 | Jual:346 | Beli:-
#78 | ID:150903 | 2025-07-29 00:00:44 | Awal:26 | +0 | -5 | Sisa:21
   Ket: Penjualan - ID: 349 | Jual:349 | Beli:-
#79 | ID:150904 | 2025-07-30 00:00:27 | Awal:21 | +0 | -2 | Sisa:19
   Ket: Penjualan - ID: 354 | Jual:354 | Beli:-
#80 | ID:150905 | 2025-08-01 00:00:29 | Awal:19 | +0 | -1 | Sisa:18
   Ket: Penjualan - ID: 365 | Jual:365 | Beli:-
#81 | ID:150906 | 2025-08-02 00:00:24 | Awal:18 | +0 | -2 | Sisa:16
   Ket: Penjualan - ID: 371 | Jual:371 | Beli:-
#82 | ID:150907 | 2025-08-02 00:00:25 | Awal:16 | +0 | -1 | Sisa:15
   Ket: Penjualan - ID: 372 | Jual:372 | Beli:-
#83 | ID:150908 | 2025-08-02 00:00:26 | Awal:15 | +0 | -2 | Sisa:13
   Ket: Penjualan - ID: 374 | Jual:374 | Beli:-
#84 | ID:150909 | 2025-08-02 00:00:27 | Awal:13 | +0 | -1 | Sisa:12
   Ket: Penjualan - ID: 374 | Jual:374 | Beli:-
#85 | ID:150910 | 2025-08-04 00:01:04 | Awal:12 | +0 | -1 | Sisa:11
   Ket: Penjualan - ID: 377 | Jual:377 | Beli:-
#86 | ID:150911 | 2025-08-04 00:01:05 | Awal:11 | +0 | -2 | Sisa:9
   Ket: Penjualan - ID: 380 | Jual:380 | Beli:-
#87 | ID:150912 | 2025-08-04 00:01:06 | Awal:9 | +0 | -1 | Sisa:8
   Ket: Penjualan - ID: 381 | Jual:381 | Beli:-
#88 | ID:150913 | 2025-08-04 00:01:07 | Awal:8 | +0 | -2 | Sisa:6
   Ket: Penjualan - ID: 381 | Jual:381 | Beli:-
#89 | ID:150914 | 2025-08-04 00:01:08 | Awal:6 | +0 | -2 | Sisa:4
   Ket: Penjualan - ID: 376 | Jual:376 | Beli:-
#90 | ID:150915 | 2025-08-05 00:00:30 | Awal:4 | +0 | -1 | Sisa:3
   Ket: Penjualan - ID: 383 | Jual:383 | Beli:-
#91 | ID:150916 | 2025-08-06 00:00:44 | Awal:3 | +0 | -2 | Sisa:1
   Ket: Penjualan - ID: 390 | Jual:390 | Beli:-
#92 | ID:150917 | 2025-08-07 00:00:38 | Awal:1 | +0 | -1 | Sisa:0
   Ket: Penjualan - ID: 394 | Jual:394 | Beli:-
#93 | ID:150918 | 2025-08-08 00:00:58 | Awal:0 | +12 | -0 | Sisa:12
   Ket: Pembelian - Faktur: 1812385 | Jual:- | Beli:121
#94 | ID:150919 | 2025-08-08 00:00:59 | Awal:12 | +0 | -1 | Sisa:11
   Ket: Penjualan - ID: 400 | Jual:400 | Beli:-
#95 | ID:150920 | 2025-08-08 00:01:00 | Awal:11 | +0 | -1 | Sisa:10
   Ket: Penjualan - ID: 401 | Jual:401 | Beli:-
#96 | ID:150921 | 2025-08-09 00:00:38 | Awal:10 | +30 | -0 | Sisa:40
   Ket: Pembelian - Faktur: 00820 | Jual:- | Beli:134
#97 | ID:150922 | 2025-08-09 00:00:39 | Awal:40 | +0 | -2 | Sisa:38
   Ket: Penjualan - ID: 402 | Jual:402 | Beli:-
#98 | ID:150923 | 2025-08-09 00:00:40 | Awal:38 | +0 | -2 | Sisa:36
   Ket: Penjualan - ID: 402 | Jual:402 | Beli:-
#99 | ID:150924 | 2025-08-09 00:00:41 | Awal:36 | +0 | -1 | Sisa:35
   Ket: Penjualan - ID: 404 | Jual:404 | Beli:-
#100 | ID:150925 | 2025-08-11 00:00:53 | Awal:35 | +0 | -1 | Sisa:34
   Ket: Penjualan - ID: 409 | Jual:409 | Beli:-
#101 | ID:150926 | 2025-08-11 00:00:54 | Awal:34 | +0 | -1 | Sisa:33
   Ket: Penjualan - ID: 413 | Jual:413 | Beli:-
#102 | ID:150927 | 2025-08-12 00:00:33 | Awal:33 | +0 | -1 | Sisa:32
   Ket: Penjualan - ID: 414 | Jual:414 | Beli:-
#103 | ID:150928 | 2025-08-12 00:00:34 | Awal:32 | +0 | -1 | Sisa:31
   Ket: Penjualan - ID: 415 | Jual:415 | Beli:-
#104 | ID:150929 | 2025-08-12 00:00:35 | Awal:31 | +0 | -1 | Sisa:30
   Ket: Penjualan - ID: 416 | Jual:416 | Beli:-
#105 | ID:150930 | 2025-08-13 00:00:21 | Awal:30 | +0 | -1 | Sisa:29
   Ket: Penjualan - ID: 420 | Jual:420 | Beli:-
#106 | ID:150931 | 2025-08-13 00:00:22 | Awal:29 | +0 | -1 | Sisa:28
   Ket: Penjualan - ID: 421 | Jual:421 | Beli:-
#107 | ID:150932 | 2025-08-16 00:00:39 | Awal:28 | +0 | -1 | Sisa:27
   Ket: Penjualan - ID: 433 | Jual:433 | Beli:-
#108 | ID:150933 | 2025-08-16 00:00:40 | Awal:27 | +0 | -2 | Sisa:25
   Ket: Penjualan - ID: 434 | Jual:434 | Beli:-
#109 | ID:150934 | 2025-08-18 00:00:45 | Awal:25 | +0 | -1 | Sisa:24
   Ket: Penjualan - ID: 438 | Jual:438 | Beli:-
#110 | ID:150935 | 2025-08-18 00:00:46 | Awal:24 | +0 | -2 | Sisa:22
   Ket: Penjualan - ID: 441 | Jual:441 | Beli:-
#111 | ID:150936 | 2025-08-19 00:00:39 | Awal:22 | +0 | -1 | Sisa:21
   Ket: Penjualan - ID: 450 | Jual:450 | Beli:-
#112 | ID:150937 | 2025-08-22 00:00:34 | Awal:21 | +0 | -1 | Sisa:20
   Ket: Penjualan - ID: 491 | Jual:491 | Beli:-
#113 | ID:150938 | 2025-08-22 00:00:35 | Awal:20 | +0 | -1 | Sisa:19
   Ket: Penjualan - ID: 493 | Jual:493 | Beli:-
#114 | ID:150939 | 2025-08-23 00:00:29 | Awal:19 | +0 | -1 | Sisa:18
   Ket: Penjualan - ID: 509 | Jual:509 | Beli:-
#115 | ID:150940 | 2025-08-25 00:00:36 | Awal:18 | +0 | -2 | Sisa:16
   Ket: Penjualan - ID: 530 | Jual:530 | Beli:-
#116 | ID:150941 | 2025-08-26 00:00:40 | Awal:16 | +1000 | -0 | Sisa:1016
   Ket: Pembelian - Faktur: 02525 | Jual:- | Beli:155
#117 | ID:150942 | 2025-08-27 00:00:33 | Awal:1016 | +0 | -1 | Sisa:1015
   Ket: Penjualan - ID: 549 | Jual:549 | Beli:-
#118 | ID:150943 | 2025-08-27 00:00:34 | Awal:1015 | +0 | -1 | Sisa:1014
   Ket: Penjualan - ID: 554 | Jual:554 | Beli:-
#119 | ID:150944 | 2025-08-28 00:00:32 | Awal:1014 | +0 | -2 | Sisa:1012
   Ket: Penjualan - ID: 566 | Jual:566 | Beli:-
#120 | ID:150945 | 2025-08-29 00:00:33 | Awal:1012 | +0 | -1 | Sisa:1011
   Ket: Penjualan - ID: 570 | Jual:570 | Beli:-
#121 | ID:150946 | 2025-08-29 00:00:34 | Awal:1011 | +0 | -1 | Sisa:1010
   Ket: Penjualan - ID: 573 | Jual:573 | Beli:-
#122 | ID:150947 | 2025-08-29 00:00:35 | Awal:1010 | +0 | -1 | Sisa:1009
   Ket: Penjualan - ID: 576 | Jual:576 | Beli:-
#123 | ID:150948 | 2025-08-30 07:00:25 | Awal:1009 | +0 | -1 | Sisa:1008
   Ket: Penjualan - ID: 579 | Jual:579 | Beli:-
#124 | ID:150949 | 2025-08-30 07:00:26 | Awal:1008 | +0 | -1 | Sisa:1007
   Ket: Penjualan - ID: 589 | Jual:589 | Beli:-
#125 | ID:150950 | 2025-09-01 07:00:39 | Awal:1007 | +0 | -1 | Sisa:1006
   Ket: Penjualan - ID: 602 | Jual:602 | Beli:-
#126 | ID:150951 | 2025-09-05 07:00:26 | Awal:1006 | +0 | -1 | Sisa:1005
   Ket: Penjualan - ID: 638 | Jual:638 | Beli:-
#127 | ID:150952 | 2025-09-06 07:00:45 | Awal:1005 | +0 | -1 | Sisa:1004
   Ket: Penjualan - ID: 642 | Jual:642 | Beli:-
#128 | ID:150953 | 2025-09-06 07:00:46 | Awal:1004 | +0 | -1 | Sisa:1003
   Ket: Penjualan - ID: 646 | Jual:646 | Beli:-
#129 | ID:150954 | 2025-09-09 07:00:29 | Awal:1003 | +0 | -2 | Sisa:1001
   Ket: Penjualan - ID: 668 | Jual:668 | Beli:-
#130 | ID:150955 | 2025-09-16 07:00:56 | Awal:1001 | +0 | -1 | Sisa:1000
   Ket: Penjualan - ID: 680 | Jual:680 | Beli:-
#131 | ID:150956 | 2025-09-16 07:00:57 | Awal:1000 | +0 | -2 | Sisa:998
   Ket: Penjualan - ID: 684 | Jual:684 | Beli:-
#132 | ID:150957 | 2025-09-16 07:00:58 | Awal:998 | +0 | -1 | Sisa:997
   Ket: Penjualan - ID: 685 | Jual:685 | Beli:-
#133 | ID:150958 | 2025-09-17 07:00:34 | Awal:997 | +0 | -1 | Sisa:996
   Ket: Penjualan - ID: 689 | Jual:689 | Beli:-
#134 | ID:150959 | 2025-09-18 07:00:31 | Awal:996 | +0 | -1 | Sisa:995
   Ket: Penjualan - ID: 696 | Jual:696 | Beli:-
#135 | ID:150960 | 2025-09-19 07:00:15 | Awal:995 | +0 | -5 | Sisa:990
   Ket: Penjualan - ID: 698 | Jual:698 | Beli:-
#136 | ID:150961 | 2025-09-22 07:00:37 | Awal:990 | +0 | -2 | Sisa:988
   Ket: Penjualan - ID: 701 | Jual:701 | Beli:-
#137 | ID:150962 | 2025-09-22 07:00:38 | Awal:988 | +0 | -1 | Sisa:987
   Ket: Penjualan - ID: 702 | Jual:702 | Beli:-
#138 | ID:150963 | 2025-09-22 07:00:39 | Awal:987 | +0 | -1 | Sisa:986
   Ket: Penjualan - ID: 703 | Jual:703 | Beli:-
#139 | ID:150964 | 2025-09-24 07:00:35 | Awal:986 | +0 | -1 | Sisa:985
   Ket: Penjualan - ID: 713 | Jual:713 | Beli:-
#140 | ID:150965 | 2025-09-25 07:00:49 | Awal:985 | +0 | -2 | Sisa:983
   Ket: Penjualan - ID: 717 | Jual:717 | Beli:-
#141 | ID:150966 | 2025-09-26 07:00:30 | Awal:983 | +0 | -1 | Sisa:982
   Ket: Penjualan - ID: 719 | Jual:719 | Beli:-
#142 | ID:150967 | 2025-09-26 07:00:31 | Awal:982 | +0 | -1 | Sisa:981
   Ket: Penjualan - ID: 720 | Jual:720 | Beli:-
#143 | ID:150968 | 2025-09-27 07:00:09 | Awal:981 | +0 | -1 | Sisa:980
   Ket: Penjualan - ID: 722 | Jual:722 | Beli:-
#144 | ID:150969 | 2025-10-01 07:00:43 | Awal:980 | +0 | -1 | Sisa:979
   Ket: Penjualan - ID: 727 | Jual:727 | Beli:-
#145 | ID:150970 | 2025-10-02 07:00:21 | Awal:979 | +0 | -1 | Sisa:978
   Ket: Penjualan - ID: 728 | Jual:728 | Beli:-
#146 | ID:150971 | 2025-10-02 07:00:22 | Awal:978 | +0 | -1 | Sisa:977
   Ket: Penjualan - ID: 730 | Jual:730 | Beli:-
#147 | ID:150972 | 2025-10-04 07:00:38 | Awal:977 | +0 | -2 | Sisa:975
   Ket: Penjualan - ID: 735 | Jual:735 | Beli:-
#148 | ID:150973 | 2025-10-04 07:00:39 | Awal:975 | +0 | -1 | Sisa:974
   Ket: Penjualan - ID: 735 | Jual:735 | Beli:-
#149 | ID:150974 | 2025-10-06 07:00:43 | Awal:974 | +0 | -1 | Sisa:973
   Ket: Penjualan - ID: 739 | Jual:739 | Beli:-
#150 | ID:150975 | 2025-10-06 07:00:44 | Awal:973 | +0 | -2 | Sisa:971
   Ket: Penjualan - ID: 740 | Jual:740 | Beli:-
#151 | ID:150976 | 2025-10-06 07:00:45 | Awal:971 | +0 | -1 | Sisa:970
   Ket: Penjualan - ID: 742 | Jual:742 | Beli:-
#152 | ID:150977 | 2025-10-08 07:00:28 | Awal:970 | +0 | -2 | Sisa:968
   Ket: Penjualan - ID: 750 | Jual:750 | Beli:-
#153 | ID:150978 | 2025-10-11 07:00:35 | Awal:968 | +30 | -0 | Sisa:998
   Ket: Pembelian - Faktur: 01124 | Jual:- | Beli:266
#154 | ID:150979 | 2025-10-20 07:00:52 | Awal:998 | +0 | -4 | Sisa:994
   Ket: Penjualan - ID: 788 | Jual:788 | Beli:-
#155 | ID:150980 | 2025-10-20 07:00:53 | Awal:994 | +0 | -2 | Sisa:992
   Ket: Penjualan - ID: 789 | Jual:789 | Beli:-
#156 | ID:150981 | 2025-10-22 07:00:37 | Awal:992 | +0 | -1 | Sisa:991
   Ket: Penjualan - ID: 795 | Jual:795 | Beli:-
#157 | ID:150982 | 2025-10-22 07:00:38 | Awal:991 | +0 | -1 | Sisa:990
   Ket: Penjualan - ID: 796 | Jual:796 | Beli:-
#158 | ID:150983 | 2025-10-23 07:00:37 | Awal:990 | +0 | -1 | Sisa:989
   Ket: Penjualan - ID: 799 | Jual:799 | Beli:-
#159 | ID:150984 | 2025-10-24 07:00:28 | Awal:989 | +0 | -2 | Sisa:987
   Ket: Penjualan - ID: 802 | Jual:802 | Beli:-
#160 | ID:150985 | 2025-10-25 07:00:34 | Awal:987 | +30 | -0 | Sisa:1017
   Ket: Pembelian - Faktur: 02618 | Jual:- | Beli:296
#161 | ID:150986 | 2025-10-25 07:00:35 | Awal:1017 | +0 | -2 | Sisa:1015
   Ket: Penjualan - ID: 807 | Jual:807 | Beli:-
#162 | ID:150987 | 2025-10-27 07:00:47 | Awal:1015 | +0 | -1 | Sisa:1014
   Ket: Penjualan - ID: 810 | Jual:810 | Beli:-
#163 | ID:150988 | 2025-10-28 07:00:44 | Awal:1014 | +0 | -2 | Sisa:1012
   Ket: Penjualan - ID: 813 | Jual:813 | Beli:-
#164 | ID:150989 | 2025-10-29 07:00:31 | Awal:1012 | +0 | -2 | Sisa:1010
   Ket: Penjualan - ID: 820 | Jual:820 | Beli:-
#165 | ID:150990 | 2025-10-29 07:00:32 | Awal:1010 | +0 | -1 | Sisa:1009
   Ket: Penjualan - ID: 821 | Jual:821 | Beli:-
#166 | ID:150991 | 2025-10-30 07:00:29 | Awal:1009 | +0 | -1 | Sisa:1008
   Ket: Penjualan - ID: 824 | Jual:824 | Beli:-
#167 | ID:150992 | 2025-10-31 07:00:46 | Awal:1008 | +0 | -1 | Sisa:1007
   Ket: Penjualan - ID: 828 | Jual:828 | Beli:-
#168 | ID:150993 | 2025-11-01 07:00:47 | Awal:1007 | +0 | -1 | Sisa:1006
   Ket: Penjualan - ID: 829 | Jual:829 | Beli:-
#169 | ID:150994 | 2025-11-01 07:00:48 | Awal:1006 | +0 | -1 | Sisa:1005
   Ket: Penjualan - ID: 830 | Jual:830 | Beli:-
#170 | ID:150995 | 2025-11-01 07:00:49 | Awal:1005 | +0 | -2 | Sisa:1003
   Ket: Penjualan - ID: 831 | Jual:831 | Beli:-
#171 | ID:150996 | 2025-11-03 07:00:53 | Awal:1003 | +0 | -2 | Sisa:1001
   Ket: Penjualan - ID: 833 | Jual:833 | Beli:-
#172 | ID:150997 | 2025-11-03 07:00:54 | Awal:1001 | +0 | -1 | Sisa:1000
