=== DIAGNOSA STOK PRODUK ID 48 ===
Produk: ANDALAN
Stok saat ini (di tabel produk): 1008

--- REKAMAN STOK (Urut Waktu) ---
ID: 178275 | Time: 2024-05-07 00:00:00 | Awal: 71 | Masuk: 0 | Keluar: 1 | Sisa: 70 | Ket: Penjualan - ID: 23 | Status: GAP (71) | MATH OK
ID: 178297 | Time: 2025-01-14 00:00:00 | Awal: 45 | Masuk: 0 | Keluar: 1 | Sisa: 44 | Ket: Penjualan - ID: 103 | Status: OK | MATH OK
ID: 178298 | Time: 2025-01-15 17:34:23 | Awal: 44 | Masuk: 0 | Keluar: 0 | Sisa: 44 | Ket: Penjualan - ID: 110 | Status: OK | MATH OK
ID: 178299 | Time: 2025-01-17 00:00:00 | Awal: 44 | Masuk: 0 | Keluar: 1 | Sisa: 43 | Ket: Penjualan - ID: 111 | Status: OK | MATH OK
ID: 178300 | Time: 2025-01-17 00:00:00 | Awal: 43 | Masuk: 0 | Keluar: 1 | Sisa: 42 | Ket: Penjualan - ID: 112 | Status: OK | MATH OK
ID: 178301 | Time: 2025-01-17 00:00:00 | Awal: 42 | Masuk: 0 | Keluar: 2 | Sisa: 40 | Ket: Penjualan - ID: 113 | Status: OK | MATH OK
ID: 178302 | Time: 2025-01-17 00:00:00 | Awal: 40 | Masuk: 0 | Keluar: 1 | Sisa: 39 | Ket: Penjualan - ID: 113 | Status: OK | MATH OK
ID: 178303 | Time: 2025-01-20 00:00:00 | Awal: 39 | Masuk: 0 | Keluar: 1 | Sisa: 38 | Ket: Penjualan - ID: 116 | Status: OK | MATH OK
ID: 178304 | Time: 2025-01-20 00:00:00 | Awal: 38 | Masuk: 0 | Keluar: 1 | Sisa: 37 | Ket: Penjualan - ID: 120 | Status: OK | MATH OK
ID: 178305 | Time: 2025-01-21 00:00:00 | Awal: 37 | Masuk: 0 | Keluar: 1 | Sisa: 36 | Ket: Penjualan - ID: 121 | Status: OK | MATH OK
ID: 178306 | Time: 2025-01-22 00:00:00 | Awal: 36 | Masuk: 0 | Keluar: 1 | Sisa: 35 | Ket: Penjualan - ID: 122 | Status: OK | MATH OK
ID: 178307 | Time: 2025-01-22 00:00:00 | Awal: 35 | Masuk: 0 | Keluar: 1 | Sisa: 34 | Ket: Penjualan - ID: 123 | Status: OK | MATH OK
ID: 178308 | Time: 2025-01-23 00:00:00 | Awal: 34 | Masuk: 0 | Keluar: 2 | Sisa: 32 | Ket: Penjualan - ID: 127 | Status: OK | MATH OK
ID: 178309 | Time: 2025-01-24 00:00:00 | Awal: 32 | Masuk: 0 | Keluar: 1 | Sisa: 31 | Ket: Penjualan - ID: 128 | Status: OK | MATH OK
ID: 178310 | Time: 2025-01-24 00:00:00 | Awal: 31 | Masuk: 0 | Keluar: 1 | Sisa: 30 | Ket: Penjualan - ID: 128 | Status: OK | MATH OK
ID: 178311 | Time: 2025-01-24 00:00:00 | Awal: 30 | Masuk: 0 | Keluar: 1 | Sisa: 29 | Ket: Penjualan - ID: 129 | Status: OK | MATH OK
ID: 178312 | Time: 2025-01-25 00:00:00 | Awal: 29 | Masuk: 0 | Keluar: 2 | Sisa: 27 | Ket: Penjualan - ID: 130 | Status: OK | MATH OK
ID: 178313 | Time: 2025-01-28 00:00:00 | Awal: 27 | Masuk: 0 | Keluar: 1 | Sisa: 26 | Ket: Penjualan - ID: 131 | Status: OK | MATH OK
ID: 178314 | Time: 2025-01-28 00:00:00 | Awal: 26 | Masuk: 0 | Keluar: 1 | Sisa: 25 | Ket: Penjualan - ID: 131 | Status: OK | MATH OK
ID: 178315 | Time: 2025-01-28 00:00:00 | Awal: 25 | Masuk: 0 | Keluar: 1 | Sisa: 24 | Ket: Penjualan - ID: 131 | Status: OK | MATH OK
ID: 178316 | Time: 2025-01-28 00:00:00 | Awal: 24 | Masuk: 0 | Keluar: 1 | Sisa: 23 | Ket: Penjualan - ID: 131 | Status: OK | MATH OK
ID: 178317 | Time: 2025-07-04 00:00:00 | Awal: 23 | Masuk: 0 | Keluar: 1 | Sisa: 22 | Ket: Penjualan - ID: 224 | Status: OK | MATH OK
ID: 178318 | Time: 2025-07-04 00:00:00 | Awal: 22 | Masuk: 0 | Keluar: 1 | Sisa: 21 | Ket: Penjualan - ID: 226 | Status: OK | MATH OK
ID: 178319 | Time: 2025-07-05 00:00:00 | Awal: 21 | Masuk: 0 | Keluar: 1 | Sisa: 20 | Ket: Penjualan - ID: 230 | Status: OK | MATH OK
ID: 178320 | Time: 2025-07-05 00:00:00 | Awal: 20 | Masuk: 0 | Keluar: 1 | Sisa: 19 | Ket: Penjualan - ID: 231 | Status: OK | MATH OK
ID: 178321 | Time: 2025-07-05 00:00:00 | Awal: 19 | Masuk: 0 | Keluar: 1 | Sisa: 18 | Ket: Penjualan - ID: 231 | Status: OK | MATH OK
ID: 178322 | Time: 2025-07-05 00:00:00 | Awal: 18 | Masuk: 0 | Keluar: 1 | Sisa: 17 | Ket: Penjualan - ID: 232 | Status: OK | MATH OK
ID: 178323 | Time: 2025-07-05 00:00:00 | Awal: 17 | Masuk: 0 | Keluar: 1 | Sisa: 16 | Ket: Penjualan - ID: 232 | Status: OK | MATH OK
ID: 178324 | Time: 2025-07-07 00:00:00 | Awal: 16 | Masuk: 0 | Keluar: 1 | Sisa: 15 | Ket: Penjualan - ID: 239 | Status: OK | MATH OK
ID: 178325 | Time: 2025-07-08 00:00:00 | Awal: 15 | Masuk: 0 | Keluar: 2 | Sisa: 13 | Ket: Penjualan - ID: 244 | Status: OK | MATH OK
ID: 178326 | Time: 2025-07-08 00:00:00 | Awal: 13 | Masuk: 0 | Keluar: 1 | Sisa: 12 | Ket: Penjualan - ID: 246 | Status: OK | MATH OK
ID: 178327 | Time: 2025-07-09 00:00:00 | Awal: 12 | Masuk: 0 | Keluar: 1 | Sisa: 11 | Ket: Penjualan - ID: 248 | Status: OK | MATH OK
ID: 178328 | Time: 2025-07-12 00:00:00 | Awal: 11 | Masuk: 0 | Keluar: 1 | Sisa: 10 | Ket: Penjualan - ID: 266 | Status: OK | MATH OK
ID: 178329 | Time: 2025-07-12 00:00:00 | Awal: 10 | Masuk: 0 | Keluar: 2 | Sisa: 8 | Ket: Penjualan - ID: 267 | Status: OK | MATH OK
ID: 178330 | Time: 2025-07-12 00:00:00 | Awal: 8 | Masuk: 0 | Keluar: 2 | Sisa: 6 | Ket: Penjualan - ID: 268 | Status: OK | MATH OK
ID: 178331 | Time: 2025-07-12 00:00:00 | Awal: 6 | Masuk: 0 | Keluar: 1 | Sisa: 5 | Ket: Penjualan - ID: 268 | Status: OK | MATH OK
ID: 178332 | Time: 2025-07-14 00:00:00 | Awal: 5 | Masuk: 0 | Keluar: 1 | Sisa: 4 | Ket: Penjualan - ID: 269 | Status: OK | MATH OK
ID: 178333 | Time: 2025-07-14 00:00:00 | Awal: 4 | Masuk: 0 | Keluar: 2 | Sisa: 2 | Ket: Penjualan - ID: 271 | Status: OK | MATH OK
ID: 178334 | Time: 2025-07-15 00:00:00 | Awal: 2 | Masuk: 20 | Keluar: 0 | Sisa: 22 | Ket: Pembelian - Faktur: 376627 | Status: OK | MATH OK
ID: 178335 | Time: 2025-07-17 00:00:00 | Awal: 22 | Masuk: 30 | Keluar: 0 | Sisa: 52 | Ket: Pembelian - Faktur: 1678 | Status: OK | MATH OK
ID: 178336 | Time: 2025-07-17 00:00:00 | Awal: 52 | Masuk: 0 | Keluar: 3 | Sisa: 49 | Ket: Penjualan - ID: 296 | Status: OK | MATH OK
ID: 178337 | Time: 2025-07-18 00:00:00 | Awal: 49 | Masuk: 0 | Keluar: 2 | Sisa: 47 | Ket: Penjualan - ID: 279 | Status: OK | MATH OK
ID: 178338 | Time: 2025-07-18 00:00:00 | Awal: 47 | Masuk: 0 | Keluar: 2 | Sisa: 45 | Ket: Penjualan - ID: 281 | Status: OK | MATH OK
ID: 178339 | Time: 2025-07-19 00:00:00 | Awal: 45 | Masuk: 0 | Keluar: 1 | Sisa: 44 | Ket: Penjualan - ID: 302 | Status: OK | MATH OK
ID: 178340 | Time: 2025-07-19 00:00:00 | Awal: 44 | Masuk: 0 | Keluar: 1 | Sisa: 43 | Ket: Penjualan - ID: 303 | Status: OK | MATH OK
ID: 178341 | Time: 2025-07-19 00:00:00 | Awal: 43 | Masuk: 0 | Keluar: 2 | Sisa: 41 | Ket: Penjualan - ID: 304 | Status: OK | MATH OK
ID: 178342 | Time: 2025-07-22 00:00:00 | Awal: 41 | Masuk: 0 | Keluar: 1 | Sisa: 40 | Ket: Penjualan - ID: 319 | Status: OK | MATH OK
ID: 178343 | Time: 2025-07-23 00:00:00 | Awal: 40 | Masuk: 0 | Keluar: 2 | Sisa: 38 | Ket: Penjualan - ID: 322 | Status: OK | MATH OK
ID: 178344 | Time: 2025-07-26 00:00:00 | Awal: 38 | Masuk: 0 | Keluar: 1 | Sisa: 37 | Ket: Penjualan - ID: 335 | Status: OK | MATH OK
ID: 178345 | Time: 2025-07-26 00:00:00 | Awal: 37 | Masuk: 0 | Keluar: 3 | Sisa: 34 | Ket: Penjualan - ID: 336 | Status: OK | MATH OK
ID: 178346 | Time: 2025-07-26 00:00:00 | Awal: 34 | Masuk: 0 | Keluar: 1 | Sisa: 33 | Ket: Penjualan - ID: 337 | Status: OK | MATH OK
ID: 178347 | Time: 2025-07-28 00:00:00 | Awal: 33 | Masuk: 0 | Keluar: 1 | Sisa: 32 | Ket: Penjualan - ID: 341 | Status: OK | MATH OK
ID: 178348 | Time: 2025-07-28 00:00:00 | Awal: 32 | Masuk: 0 | Keluar: 2 | Sisa: 30 | Ket: Penjualan - ID: 342 | Status: OK | MATH OK
ID: 178349 | Time: 2025-07-28 00:00:00 | Awal: 30 | Masuk: 0 | Keluar: 2 | Sisa: 28 | Ket: Penjualan - ID: 344 | Status: OK | MATH OK
ID: 178350 | Time: 2025-07-29 00:00:00 | Awal: 28 | Masuk: 0 | Keluar: 1 | Sisa: 27 | Ket: Penjualan - ID: 345 | Status: OK | MATH OK
ID: 178351 | Time: 2025-07-29 00:00:00 | Awal: 27 | Masuk: 0 | Keluar: 1 | Sisa: 26 | Ket: Penjualan - ID: 346 | Status: OK | MATH OK
ID: 178352 | Time: 2025-07-29 00:00:00 | Awal: 26 | Masuk: 0 | Keluar: 5 | Sisa: 21 | Ket: Penjualan - ID: 349 | Status: OK | MATH OK
ID: 178353 | Time: 2025-07-30 00:00:00 | Awal: 21 | Masuk: 0 | Keluar: 2 | Sisa: 19 | Ket: Penjualan - ID: 354 | Status: OK | MATH OK
ID: 178354 | Time: 2025-08-01 00:00:00 | Awal: 19 | Masuk: 0 | Keluar: 1 | Sisa: 18 | Ket: Penjualan - ID: 365 | Status: OK | MATH OK
ID: 178355 | Time: 2025-08-02 00:00:00 | Awal: 18 | Masuk: 0 | Keluar: 2 | Sisa: 16 | Ket: Penjualan - ID: 371 | Status: OK | MATH OK
ID: 178356 | Time: 2025-08-02 00:00:00 | Awal: 16 | Masuk: 0 | Keluar: 1 | Sisa: 15 | Ket: Penjualan - ID: 372 | Status: OK | MATH OK
ID: 178357 | Time: 2025-08-02 00:00:00 | Awal: 15 | Masuk: 0 | Keluar: 2 | Sisa: 13 | Ket: Penjualan - ID: 374 | Status: OK | MATH OK
ID: 178358 | Time: 2025-08-02 00:00:00 | Awal: 13 | Masuk: 0 | Keluar: 1 | Sisa: 12 | Ket: Penjualan - ID: 374 | Status: OK | MATH OK
ID: 178359 | Time: 2025-08-04 00:00:00 | Awal: 12 | Masuk: 0 | Keluar: 2 | Sisa: 10 | Ket: Penjualan - ID: 376 | Status: OK | MATH OK
ID: 178360 | Time: 2025-08-04 00:00:00 | Awal: 10 | Masuk: 0 | Keluar: 1 | Sisa: 9 | Ket: Penjualan - ID: 377 | Status: OK | MATH OK
ID: 178361 | Time: 2025-08-04 00:00:00 | Awal: 9 | Masuk: 0 | Keluar: 2 | Sisa: 7 | Ket: Penjualan - ID: 380 | Status: OK | MATH OK
ID: 178362 | Time: 2025-08-04 00:00:00 | Awal: 7 | Masuk: 0 | Keluar: 1 | Sisa: 6 | Ket: Penjualan - ID: 381 | Status: OK | MATH OK
ID: 178363 | Time: 2025-08-04 00:00:00 | Awal: 6 | Masuk: 0 | Keluar: 2 | Sisa: 4 | Ket: Penjualan - ID: 381 | Status: OK | MATH OK
ID: 178364 | Time: 2025-08-05 00:00:00 | Awal: 4 | Masuk: 0 | Keluar: 1 | Sisa: 3 | Ket: Penjualan - ID: 383 | Status: OK | MATH OK
ID: 178365 | Time: 2025-08-06 00:00:00 | Awal: 3 | Masuk: 0 | Keluar: 2 | Sisa: 1 | Ket: Penjualan - ID: 390 | Status: OK | MATH OK
ID: 178366 | Time: 2025-08-07 00:00:00 | Awal: 1 | Masuk: 0 | Keluar: 1 | Sisa: 0 | Ket: Penjualan - ID: 394 | Status: OK | MATH OK
ID: 178367 | Time: 2025-08-08 00:00:00 | Awal: 0 | Masuk: 12 | Keluar: 0 | Sisa: 12 | Ket: Pembelian - Faktur: 1812385 | Status: OK | MATH OK
ID: 178368 | Time: 2025-08-08 00:00:00 | Awal: 12 | Masuk: 0 | Keluar: 1 | Sisa: 11 | Ket: Penjualan - ID: 400 | Status: OK | MATH OK
ID: 178369 | Time: 2025-08-08 00:00:00 | Awal: 11 | Masuk: 0 | Keluar: 1 | Sisa: 10 | Ket: Penjualan - ID: 401 | Status: OK | MATH OK
ID: 178370 | Time: 2025-08-09 00:00:00 | Awal: 10 | Masuk: 30 | Keluar: 0 | Sisa: 40 | Ket: Pembelian - Faktur: 00820 | Status: OK | MATH OK
ID: 178371 | Time: 2025-08-09 00:00:00 | Awal: 40 | Masuk: 0 | Keluar: 2 | Sisa: 38 | Ket: Penjualan - ID: 402 | Status: OK | MATH OK
ID: 178372 | Time: 2025-08-09 00:00:00 | Awal: 38 | Masuk: 0 | Keluar: 2 | Sisa: 36 | Ket: Penjualan - ID: 402 | Status: OK | MATH OK
ID: 178373 | Time: 2025-08-09 00:00:00 | Awal: 36 | Masuk: 0 | Keluar: 1 | Sisa: 35 | Ket: Penjualan - ID: 404 | Status: OK | MATH OK
ID: 178374 | Time: 2025-08-11 00:00:00 | Awal: 35 | Masuk: 0 | Keluar: 1 | Sisa: 34 | Ket: Penjualan - ID: 409 | Status: OK | MATH OK
ID: 178375 | Time: 2025-08-11 00:00:00 | Awal: 34 | Masuk: 0 | Keluar: 1 | Sisa: 33 | Ket: Penjualan - ID: 413 | Status: OK | MATH OK
ID: 178376 | Time: 2025-08-12 00:00:00 | Awal: 33 | Masuk: 0 | Keluar: 1 | Sisa: 32 | Ket: Penjualan - ID: 414 | Status: OK | MATH OK
ID: 178377 | Time: 2025-08-12 00:00:00 | Awal: 32 | Masuk: 0 | Keluar: 1 | Sisa: 31 | Ket: Penjualan - ID: 415 | Status: OK | MATH OK
ID: 178378 | Time: 2025-08-12 00:00:00 | Awal: 31 | Masuk: 0 | Keluar: 1 | Sisa: 30 | Ket: Penjualan - ID: 416 | Status: OK | MATH OK
ID: 178379 | Time: 2025-08-13 00:00:00 | Awal: 30 | Masuk: 0 | Keluar: 1 | Sisa: 29 | Ket: Penjualan - ID: 420 | Status: OK | MATH OK
ID: 178380 | Time: 2025-08-13 00:00:00 | Awal: 29 | Masuk: 0 | Keluar: 1 | Sisa: 28 | Ket: Penjualan - ID: 421 | Status: OK | MATH OK
ID: 178381 | Time: 2025-08-16 00:00:00 | Awal: 28 | Masuk: 0 | Keluar: 1 | Sisa: 27 | Ket: Penjualan - ID: 433 | Status: OK | MATH OK
ID: 178382 | Time: 2025-08-16 00:00:00 | Awal: 27 | Masuk: 0 | Keluar: 2 | Sisa: 25 | Ket: Penjualan - ID: 434 | Status: OK | MATH OK
ID: 178383 | Time: 2025-08-18 00:00:00 | Awal: 25 | Masuk: 0 | Keluar: 1 | Sisa: 24 | Ket: Penjualan - ID: 438 | Status: OK | MATH OK
ID: 178384 | Time: 2025-08-18 00:00:00 | Awal: 24 | Masuk: 0 | Keluar: 2 | Sisa: 22 | Ket: Penjualan - ID: 441 | Status: OK | MATH OK
ID: 178385 | Time: 2025-08-19 00:00:00 | Awal: 22 | Masuk: 0 | Keluar: 1 | Sisa: 21 | Ket: Penjualan - ID: 450 | Status: OK | MATH OK
ID: 178386 | Time: 2025-08-22 00:00:00 | Awal: 21 | Masuk: 0 | Keluar: 1 | Sisa: 20 | Ket: Penjualan - ID: 491 | Status: OK | MATH OK
ID: 178387 | Time: 2025-08-22 00:00:00 | Awal: 20 | Masuk: 0 | Keluar: 1 | Sisa: 19 | Ket: Penjualan - ID: 493 | Status: OK | MATH OK
ID: 178388 | Time: 2025-08-23 00:00:00 | Awal: 19 | Masuk: 0 | Keluar: 1 | Sisa: 18 | Ket: Penjualan - ID: 509 | Status: OK | MATH OK
ID: 178389 | Time: 2025-08-25 00:00:00 | Awal: 18 | Masuk: 0 | Keluar: 2 | Sisa: 16 | Ket: Penjualan - ID: 530 | Status: OK | MATH OK
ID: 178390 | Time: 2025-08-26 00:00:00 | Awal: 16 | Masuk: 1000 | Keluar: 0 | Sisa: 1016 | Ket: Pembelian - Faktur: 02525 | Status: OK | MATH OK
ID: 178391 | Time: 2025-08-27 00:00:00 | Awal: 1016 | Masuk: 0 | Keluar: 1 | Sisa: 1015 | Ket: Penjualan - ID: 549 | Status: OK | MATH OK
ID: 178392 | Time: 2025-08-27 00:00:00 | Awal: 1015 | Masuk: 0 | Keluar: 1 | Sisa: 1014 | Ket: Penjualan - ID: 554 | Status: OK | MATH OK
ID: 178393 | Time: 2025-08-28 00:00:00 | Awal: 1014 | Masuk: 0 | Keluar: 2 | Sisa: 1012 | Ket: Penjualan - ID: 566 | Status: OK | MATH OK
ID: 178394 | Time: 2025-08-29 00:00:00 | Awal: 1012 | Masuk: 0 | Keluar: 1 | Sisa: 1011 | Ket: Penjualan - ID: 570 | Status: OK | MATH OK
ID: 178395 | Time: 2025-08-29 00:00:00 | Awal: 1011 | Masuk: 0 | Keluar: 1 | Sisa: 1010 | Ket: Penjualan - ID: 573 | Status: OK | MATH OK
ID: 178396 | Time: 2025-08-29 00:00:00 | Awal: 1010 | Masuk: 0 | Keluar: 1 | Sisa: 1009 | Ket: Penjualan - ID: 576 | Status: OK | MATH OK
ID: 178397 | Time: 2025-08-30 07:00:00 | Awal: 1009 | Masuk: 0 | Keluar: 1 | Sisa: 1008 | Ket: Penjualan - ID: 579 | Status: OK | MATH OK
ID: 178398 | Time: 2025-08-30 07:00:00 | Awal: 1008 | Masuk: 0 | Keluar: 1 | Sisa: 1007 | Ket: Penjualan - ID: 589 | Status: OK | MATH OK
ID: 178399 | Time: 2025-09-01 07:00:00 | Awal: 1007 | Masuk: 0 | Keluar: 1 | Sisa: 1006 | Ket: Penjualan - ID: 602 | Status: OK | MATH OK
ID: 178400 | Time: 2025-09-05 07:00:00 | Awal: 1006 | Masuk: 0 | Keluar: 1 | Sisa: 1005 | Ket: Penjualan - ID: 638 | Status: OK | MATH OK
ID: 178401 | Time: 2025-09-06 07:00:00 | Awal: 1005 | Masuk: 0 | Keluar: 1 | Sisa: 1004 | Ket: Penjualan - ID: 642 | Status: OK | MATH OK
ID: 178402 | Time: 2025-09-06 07:00:00 | Awal: 1004 | Masuk: 0 | Keluar: 1 | Sisa: 1003 | Ket: Penjualan - ID: 646 | Status: OK | MATH OK
ID: 178403 | Time: 2025-09-09 07:00:00 | Awal: 1003 | Masuk: 0 | Keluar: 2 | Sisa: 1001 | Ket: Penjualan - ID: 668 | Status: OK | MATH OK
ID: 178404 | Time: 2025-09-16 07:00:00 | Awal: 1001 | Masuk: 0 | Keluar: 1 | Sisa: 1000 | Ket: Penjualan - ID: 680 | Status: OK | MATH OK
ID: 178405 | Time: 2025-09-16 07:00:00 | Awal: 1000 | Masuk: 0 | Keluar: 2 | Sisa: 998 | Ket: Penjualan - ID: 684 | Status: OK | MATH OK
ID: 178406 | Time: 2025-09-16 07:00:00 | Awal: 998 | Masuk: 0 | Keluar: 1 | Sisa: 997 | Ket: Penjualan - ID: 685 | Status: OK | MATH OK
ID: 178407 | Time: 2025-09-17 07:00:00 | Awal: 997 | Masuk: 0 | Keluar: 1 | Sisa: 996 | Ket: Penjualan - ID: 689 | Status: OK | MATH OK
ID: 178408 | Time: 2025-09-18 07:00:00 | Awal: 996 | Masuk: 0 | Keluar: 1 | Sisa: 995 | Ket: Penjualan - ID: 696 | Status: OK | MATH OK
ID: 178409 | Time: 2025-09-19 07:00:00 | Awal: 995 | Masuk: 0 | Keluar: 5 | Sisa: 990 | Ket: Penjualan - ID: 698 | Status: OK | MATH OK
ID: 178410 | Time: 2025-09-22 07:00:00 | Awal: 990 | Masuk: 0 | Keluar: 2 | Sisa: 988 | Ket: Penjualan - ID: 701 | Status: OK | MATH OK
ID: 178411 | Time: 2025-09-22 07:00:00 | Awal: 988 | Masuk: 0 | Keluar: 1 | Sisa: 987 | Ket: Penjualan - ID: 702 | Status: OK | MATH OK
ID: 178412 | Time: 2025-09-22 07:00:00 | Awal: 987 | Masuk: 0 | Keluar: 1 | Sisa: 986 | Ket: Penjualan - ID: 703 | Status: OK | MATH OK
ID: 178413 | Time: 2025-09-24 07:00:00 | Awal: 986 | Masuk: 0 | Keluar: 1 | Sisa: 985 | Ket: Penjualan - ID: 713 | Status: OK | MATH OK
ID: 178414 | Time: 2025-09-25 07:00:00 | Awal: 985 | Masuk: 0 | Keluar: 2 | Sisa: 983 | Ket: Penjualan - ID: 717 | Status: OK | MATH OK
ID: 178415 | Time: 2025-09-26 07:00:00 | Awal: 983 | Masuk: 0 | Keluar: 1 | Sisa: 982 | Ket: Penjualan - ID: 719 | Status: OK | MATH OK
ID: 178416 | Time: 2025-09-26 07:00:00 | Awal: 982 | Masuk: 0 | Keluar: 1 | Sisa: 981 | Ket: Penjualan - ID: 720 | Status: OK | MATH OK
ID: 178417 | Time: 2025-09-27 07:00:00 | Awal: 981 | Masuk: 0 | Keluar: 1 | Sisa: 980 | Ket: Penjualan - ID: 722 | Status: OK | MATH OK
ID: 178418 | Time: 2025-10-01 07:00:00 | Awal: 980 | Masuk: 0 | Keluar: 1 | Sisa: 979 | Ket: Penjualan - ID: 727 | Status: OK | MATH OK
ID: 178419 | Time: 2025-10-02 07:00:00 | Awal: 979 | Masuk: 0 | Keluar: 1 | Sisa: 978 | Ket: Penjualan - ID: 728 | Status: OK | MATH OK
ID: 178420 | Time: 2025-10-02 07:00:00 | Awal: 978 | Masuk: 0 | Keluar: 1 | Sisa: 977 | Ket: Penjualan - ID: 730 | Status: OK | MATH OK
ID: 178421 | Time: 2025-10-04 07:00:00 | Awal: 977 | Masuk: 0 | Keluar: 2 | Sisa: 975 | Ket: Penjualan - ID: 735 | Status: OK | MATH OK
ID: 178422 | Time: 2025-10-04 07:00:00 | Awal: 975 | Masuk: 0 | Keluar: 1 | Sisa: 974 | Ket: Penjualan - ID: 735 | Status: OK | MATH OK
ID: 178423 | Time: 2025-10-06 07:00:00 | Awal: 974 | Masuk: 0 | Keluar: 1 | Sisa: 973 | Ket: Penjualan - ID: 739 | Status: OK | MATH OK
ID: 178424 | Time: 2025-10-06 07:00:00 | Awal: 973 | Masuk: 0 | Keluar: 2 | Sisa: 971 | Ket: Penjualan - ID: 740 | Status: OK | MATH OK
ID: 178425 | Time: 2025-10-06 07:00:00 | Awal: 971 | Masuk: 0 | Keluar: 1 | Sisa: 970 | Ket: Penjualan - ID: 742 | Status: OK | MATH OK
ID: 178426 | Time: 2025-10-08 07:00:00 | Awal: 970 | Masuk: 0 | Keluar: 2 | Sisa: 968 | Ket: Penjualan - ID: 750 | Status: OK | MATH OK
